Time, xActual, yActual, angleActual, xTarget, yTarget, angleTarget, XTE, lagE, angleE, pLeft, pRight
195.223889, 1.911874092486459, 0.9892330585517032, 0.17140029793573044, 1.9426521628455267, 0.9972905334271854, 0.04728326263564267, 0.006530971173907017, 0.030175608957190035, -0.1233129949243456, 0.15844797174603428, 0.01472023543470627
195.229118, 1.9124310105515179, 0.9893294603608718, 0.17099936156629042, 1.943599998123354, 0.9973737797844027, 0.04648213322925434, 0.006523753124509847, 0.030563661029322148, -0.12371609893064775, 0.15904479387071466, 0.014899517454290134
195.233534, 1.912848728054983, 0.9894015942454112, 0.17099936156629042, 1.9444004648640094, 0.9974440830763267, 0.045805562669182794, 0.006534704813312268, 0.03108848639108805, -0.12451722833703607, 0.1599592322468723, 0.015034729801664301
195.23881, 1.9132664455584487, 0.9894737281299507, 0.17099936156629042, 1.9453568196021696, 0.9975280776796311, 0.04499723244387706, 0.00653638228420591, 0.03146632203999962, -0.12519379889710763, 0.16067367570492602, 0.015075957641433727
195.244148, 1.913684163061914, 0.9895458620144901, 0.17099936156629042, 1.9463244127773562, 0.9976130593309653, 0.044179403265963806, 0.006549435031845043, 0.03199965374821205, -0.12600212912241338, 0.16159811977815217, 0.015218176984632431
195.248392, 1.9139626413975572, 0.9895939512708497, 0.17099936156629042, 1.947093701918513, 0.9976806243606133, 0.04352918463893735, 0.00658202470674419, 0.03268435851715616, -0.1268199583003266, 0.16265914946115376, 0.015526556839519062
195.253812, 1.9144499784849334, 0.989678107469479, 0.1707988933815701, 1.9480761588329998, 0.9977669114625678, 0.04269879233015007, 0.006574430571967913, 0.03296103485716586, -0.12726970874263274, 0.1631682951570928, 0.015570763823599412
195.259087, 1.9147980884479505, 0.9897381492561631, 0.1705984251968504, 1.9490323323060417, 0.9978508901457424, 0.04189061531376136, 0.00660094266673276, 0.033590453212628615, -0.1278996328667003, 0.1640861634798245, 0.015911732211793234
195.264322, 1.915215834838939, 0.98981011565677, 0.17059842519684976, 1.9499812551745515, 0.9979342320237367, 0.041088566653892634, 0.0066175408390603315, 0.03412356529685079, -0.1287078098830884, 0.16500676589991314, 0.016057353960148943
195.269535, 1.915563956831429, 0.9898700876572757, 0.17039795701212943, 1.950926190210567, 0.9980172236588818, 0.04028988859011143, 0.006643578519092159, 0.034719500486949315, -0.1293093903582368, 0.16587745364755402, 0.016378536592705092
195.274725, 1.9159120908394023, 0.9899299898691929, 0.17019748882740973, 1.951866956148975, 0.9980998491310481, 0.03949473433133042, 0.006670338243992715, 0.035311430059594195, -0.1299076002372983, 0.1667417284348291, 0.016698120950719778
195.279988, 1.9162602368488675, 0.9899898222901143, 0.17039795701213006, 1.9528209544406618, 0.9981836367726691, 0.03868839582189378, 0.006697790160788388, 0.035899172715250144, -0.13090322268079965, 0.16779983039544005, 0.016815504301420717
195.285225, 1.916538744055246, 0.9900377440596482, 0.17039795701212943, 1.9537702398393977, 0.9982670104909225, 0.03788604074419971, 0.0067364467517119124, 0.03657013321967776, -0.13170956119023564, 0.16883530356366216, 0.01712195214205388
