Time, xActual, yActual, angleActual, xTarget, yTarget, angleTarget, XTE, lagE, angleE, pLeft, pRight, pathNumber, motionState
11.287338, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.299927, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.304381, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.310247, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.315713, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.321081, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.325473, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.331223, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.336613, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.34201, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.346412, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.351798, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.357738, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.363121, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.367464, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.372827, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.378153, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.383527, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.388934, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.393329, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.398716, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.404049, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.408391, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.41379, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.419174, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.424513, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, -0.0, 0.0, 0.0, 0.0, 0.0, 0, WAITING
11.42992, 0.19177, 0.42835, 1.5707963267948966, 0.19177, 0.42835, 1.5707963267948966, 0.0, 0.0, 0.0, 0.5075949190024033, -0.01327283199255791, 1, MOVING
11.43444, 0.19177, 0.42835, 1.5707963267948966, 0.19181916167051838, 0.4293836765486294, 1.566802807341509, -4.503328206579415E-5, 0.0010338646335671488, -0.003993519453387551, 0.5137462342870567, -0.01528868874294273, 1, MOVING
11.439909, 0.19177, 0.42835, 1.5707963267948966, 0.19187864511655045, 0.4306343794345701, 1.5619708255073121, -8.848035349926563E-5, 0.002285249305761133, -0.008825501287584414, 0.5211678796085084, -0.017704795375618587, 1, MOVING
11.444295, 0.19177, 0.42835, 1.5707963267948966, 0.19192634933931454, 0.43163741158994345, 1.5580956980023224, -1.1458565762138156E-4, 0.0032891321354828634, -0.012700628792574165, 0.527102983381186, -0.019624367829409073, 1, MOVING
11.44968, 0.19177, 0.428503375, 1.5704030575641272, 0.19198491916138122, 0.432868904557724, 1.5533379320163736, -1.3867514218874715E-4, 0.004368616230596282, -0.017065125547753635, 0.5336746272957269, -0.021878075363496452, 1, MOVING
11.45518, 0.19177052275311152, 0.42983262489720864, 1.566994724230794, 0.19204473977816242, 0.4341266968182239, 1.5484785610000849, -1.783226004240108E-4, 0.004299121967315837, -0.01851616323070915, 0.5350659713685921, -0.023547396489483452, 1, MOVING
11.460554, 0.19177654780346276, 0.4314174884447714, 1.562930942179512, 0.19210318995899556, 0.4353556742014833, 1.5437305137561692, -2.1994533467760912E-4, 0.003945583125710714, -0.019200428423342686, 0.5351264043465227, -0.025021984833834388, 1, MOVING
11.465947, 0.19178780698544864, 0.43284894416564473, 1.5592604293589991, 0.19216184679286846, 0.436588996685279, 1.5389656795941975, -2.548221465118764E-4, 0.003750061906262937, -0.020294749764801612, 0.5358994368727545, -0.02657710223785742, 1, MOVING
11.470328, 0.19179665338058324, 0.4336157681395254, 1.557294083205153, 0.19220949663325365, 0.43759088539314284, 1.5350949696992222, -2.706932434330872E-4, 0.003987320140049224, -0.022199113505930734, 0.5383100592752986, -0.028038691705256413, 1, MOVING
11.475748, 0.1918028659116426, 0.4340758511973344, 1.5561142755128452, 0.1922684471319726, 0.43883038249348993, 1.5303062804431713, -2.72741030341007E-4, 0.004769480689678393, -0.025807995069673906, 0.543487357512116, -0.030087347743557036, 1, MOVING
11.481154, 0.19180511769035608, 0.43422920966667217, 1.5557210062820759, 0.19232724536003065, 0.44006667794081067, 1.52552996049516, -2.574420835695829E-4, 0.0058551154325615735, -0.030191045786915893, 0.5500110798215815, -0.03226853108148986, 1, MOVING
11.486494, 0.1918105125663345, 0.4345870440011598, 1.5548033780769477, 0.1923853257406873, 0.44128787988100526, 1.5208119529993447, -2.3929762353350588E-4, 0.0067211865263066065, -0.033991425077603, 0.5555073123796865, -0.034300479264614714, 1, MOVING
11.491863, 0.19182032382211578, 0.4352004655440322, 1.5532303011538708, 0.19244372153914155, 0.44251571381675514, 1.5160683233654437, -2.2231525248495547E-4, 0.0073383961417793206, -0.037161977788427114, 0.5598783195793589, -0.03620264800239631, 1, MOVING
11.497259, 0.19183379407526227, 0.43596722223158385, 1.5512639550000247, 0.1925024110024418, 0.4437497223690564, 1.5113008386374633, -2.0468338885353194E-4, 0.007808486517590899, -0.039963116362561335, 0.5635843751778535, -0.03802834209764455, 1, MOVING
11.502633, 0.19184877201045922, 0.43673395094963363, 1.5492976088461785, 0.19256086118327492, 0.44497869975231585, 1.506552791393548, -1.813126592332164E-4, 0.00827345632302323, -0.04274481745263059, 0.5672492744195468, -0.03983336211760846, 1, MOVING
11.508001, 0.19186415853250516, 0.4374495355480141, 1.5474623524359221, 0.19261924610525338, 0.44620630499856395, 1.5018100452816492, -1.4967359781300918E-4, 0.008787989887722905, -0.04565230715427293, 0.5711225531277481, -0.04164850656701102, 1, MOVING
11.512358, 0.19187608694437502, 0.4379606463730709, 1.5461514550000246, 0.19266663491021987, 0.447202705158382, 1.4979605399147449, -1.1589434679544074E-4, 0.009275084106240127, -0.04819091508527973, 0.5745677909937541, -0.04314536755894827, 1, MOVING
11.517768, 0.19189120504273358, 0.4385739600718434, 1.5445783780769478, 0.19272547664418105, 0.44843991536371014, 1.493180685878723, -6.677612297854504E-5, 0.009900940555093486, -0.051397692198224654, 0.5789280445567719, -0.04500219532655264, 1, MOVING
11.523121, 0.19190996838976185, 0.43928946408951786, 1.5427431216666914, 0.19278369841902282, 0.4496640902674294, 1.48845119259687, -1.7434592414836787E-5, 0.010411338460084114, -0.05429192906982139, 0.5827443941772226, -0.04677695332704079, 1, MOVING
11.527475, 0.19192861080578702, 0.4399538275826071, 1.5410389550000247, 0.19283105459456198, 0.4506598043587418, 1.4846043377959743, 2.2533595939653673E-5, 0.010743920874619678, -0.05643461720405041, 0.5854723107638138, -0.04817454025548967, 1, MOVING
11.532842, 0.19195446986478273, 0.44082256780539686, 1.538810429358999, 0.19288942864006467, 0.4518871809154878, 1.4798624752060794, 7.366595858632338E-5, 0.01110380045362931, -0.058947954152919646, 0.5886031421454089, -0.049865853321046316, 1, MOVING
11.538241, 0.19198389986800463, 0.4417423470927318, 1.536712993461563, 0.19294815073279226, 0.45312187553629474, 1.4750923399120905, 1.2756617110603696E-4, 0.011419596061161313, -0.06162065354947255, 0.5917996323319863, -0.05179916107749577, 1, MOVING
11.543599, 0.1920170011562371, 0.4427131579369967, 1.5344844678205374, 0.19300642689001296, 0.4543471938875239, 1.4703584290202212, 1.8209513649952952E-4, 0.011674613361567074, -0.0641260388003162, 0.5947059942528545, -0.05368545379674089, 1, MOVING
11.549081, 0.19205040980149435, 0.44363280130533145, 1.532124852435922, 0.19306605173023011, 0.45560086973698927, 1.4655149613999867, 2.4766981934644557E-4, 0.012008532390464517, -0.06660989103593518, 0.5977265351805745, -0.05537031860887115, 1, MOVING
11.55345, 0.19208401176999007, 0.4445012765055175, 1.5301585062820757, 0.19311357105290597, 0.4566000141708303, 1.4616548537690468, 2.9442067705272887E-4, 0.012138894590366132, -0.06850365251302892, 0.599787519342059, -0.0569098539707491, 1, MOVING
11.558847, 0.19212970657920644, 0.44562509790899346, 1.527536711410281, 0.19317227139268198, 0.4578342514126336, 1.4568864855190629, 3.519288532311637E-4, 0.012248531207781993, -0.07065022589121805, 0.6020383496027231, -0.05872213776174967, 1, MOVING
11.564206, 0.19218055861528135, 0.4467998728176683, 1.5247838267948963, 0.19323055842637846, 0.4590597984533646, 1.452151691105191, 4.08545958021472E-4, 0.012298022865334535, -0.07263213568970528, 0.6040060085067347, -0.06049183003555114, 1, MOVING
11.569587, 0.19224405071071726, 0.4481787868448804, 1.5222931216666913, 0.19328908474254206, 0.4602903766631374, 1.4473974592072547, 4.5367874010917176E-4, 0.01214812247444647, -0.07489566245943657, 0.6058794689305145, -0.06296489202288319, 1, MOVING
11.574966, 0.19231097707390102, 0.44955753845504665, 1.5200645960256656, 0.19334758930575402, 0.4615204974939062, 1.4426449943533246, 5.007645239478685E-4, 0.011997340904392714, -0.07741960167234097, 0.6080076734356339, -0.06569622280821769, 1, MOVING
11.579351, 0.19236282802039537, 0.4505787229287573, 1.5179671601282296, 0.19339528265204237, 0.46252330095977784, 1.438770750370337, 5.489429738195983E-4, 0.01197654242747223, -0.07919640975789255, 0.6096465276676011, -0.06741827094786679, 1, MOVING
11.584969, 0.19244381707016242, 0.4521103331390647, 1.5153453652564348, 0.19356076566930014, 0.46420999717299155, 1.4329571309153264, 5.561771070077205E-4, 0.012138373487937323, -0.08238823434110842, 0.6727866727694478, -0.06394393115376595, 1, MOVING
11.589387, 0.19251465401567092, 0.45338649364729866, 1.5133790191025887, 0.19379961070897447, 0.4659550083744639, 1.427500041502689, 5.23077439589569E-4, 0.012623195559874201, -0.0858789775998996, 0.6773132595069491, -0.0665312296035197, 1, MOVING
11.594915, 0.19260560327918388, 0.4549687568988126, 1.5103639550000245, 0.19409846434847633, 0.4681384447533087, 1.4206718861670047, 4.936039090071721E-4, 0.01324483550437993, -0.08969206883301983, 0.6824285776902455, -0.06915998800879325, 1, MOVING
11.599358, 0.1926889718481076, 0.45634661205170085, 1.5078732498718195, 0.19433866093319174, 0.4698933303957124, 1.4151839168912363, 4.6978445215692757E-4, 0.013638707949726636, -0.09268933298058313, 0.6862612256422027, -0.07141714617936368, 1, MOVING
11.604798, 0.19280792018492512, 0.45823449351879386, 1.5045960062820758, 0.19463275713414874, 0.47204200874247726, 1.4084644586737758, 4.3072262801034894E-4, 0.013920918955342726, -0.0961315476083, 0.690345985929445, -0.07437306244414149, 1, MOVING
11.610218, 0.19293305491933238, 0.46012197502568863, 1.5010565832051528, 0.19492577209907277, 0.47418278753649623, 1.4017697043468216, 4.0103205616215474E-4, 0.014195652274990618, -0.0992868788583312, 0.6941101649624684, -0.07703830819857332, 1, MOVING
11.615762, 0.19306130689665535, 0.4619580010822338, 1.4976482498718195, 0.19522549072740097, 0.4763725435575375, 1.3949217858987324, 3.913028418288198E-4, 0.014570847899541484, -0.10272646397308716, 0.6983195997549927, -0.0797469604928942, 1, MOVING
