Time, xActual, yActual, angleActual, xTarget, yTarget, angleTarget, XTE, lagE, angleE, pLeft, pRight,pAverage,velocity,classification
261.842795,-2.383443758,0.443584783,1.580234788,-2.386425886,0.591330022,1.623209326,-0.004642876,0.145378929,0.042311586,0.232548092,0.291545769,0.26204693,0.09657159,0
261.848089,-2.383448583,0.44409601,1.580496968,-2.386524256,0.593641189,1.623869534,-0.004740229,0.147187801,0.042712358,0.234253931,0.293457673,0.263855802,0.083149396,0
261.852393,-2.383452055,0.444453869,1.580628058,-2.38660423,0.595520159,1.62440628,-0.004846258,0.149140232,0.043241476,0.236047832,0.295568636,0.265808234,0.096553352,0
261.857688,-2.383457081,0.444965094,1.580628058,-2.386702619,0.597831763,1.625066613,-0.004924756,0.150507405,0.043778223,0.23722513,0.297125683,0.267175406,0.105077541,0
261.86304,-2.38346261,0.445527442,1.580759147,-2.386802067,0.600168251,1.625734054,-0.005026303,0.152255838,0.044307466,0.238810488,0.299037191,0.268923839,0.124859102,0
261.868363,-2.383469232,0.446192034,1.581152417,-2.386900976,0.602492079,1.626397879,-0.005127041,0.15392692,0.044581638,0.240445222,0.30074462,0.270594921,0.134488914,0
261.873685,-2.383476644,0.446907745,1.581414596,-2.386999867,0.60481547,1.627061579,-0.005227233,0.155534198,0.044983283,0.24195187,0.30245253,0.2722022,0.125235538,0
261.878992,-2.383483701,0.447572333,1.581807865,-2.387098479,0.607132313,1.627723408,-0.005332056,0.157192038,0.045253714,0.243579316,0.304140762,0.273860039,0.125804467,0
261.884275,-2.383491019,0.448236918,1.582201134,-2.387196644,0.609438678,1.628382244,-0.005438951,0.15884325,0.045522274,0.245203144,0.305819359,0.275511252,0.125377287,0
261.889576,-2.383498599,0.448901499,1.582332224,-2.387295145,0.611752901,1.629043325,-0.005547657,0.160483908,0.04605002,0.246688634,0.307615185,0.277151909,0.144638816,0
261.894878,-2.383507445,0.449668323,1.582725493,-2.387393664,0.614067561,1.629704531,-0.005654327,0.1620302,0.046317832,0.24820769,0.309188712,0.278698201,0.144775345,0
261.900175,-2.383516593,0.450435144,1.582856583,-2.38749209,0.616380038,1.630365113,-0.005763373,0.163576842,0.046847948,0.24959832,0.310891366,0.280244843,0.16730949,0
261.904453,-2.383525225,0.451150842,1.583118763,-2.387571581,0.618247657,1.630898617,-0.005876855,0.165172292,0.047246351,0.251108051,0.312572536,0.281840293,0.154748392,0
261.909739,-2.383535305,0.45196878,1.583380942,-2.387669803,0.620555332,1.631557828,-0.005958737,0.166221088,0.047517675,0.252103067,0.313675111,0.282889089,0.163615399,0
261.915051,-2.383546242,0.452837836,1.583774211,-2.387768507,0.622874357,1.632220281,-0.006068546,0.167658388,0.047783616,0.253517206,0.315135573,0.284326389,0.163338658,0
261.920372,-2.383557521,0.453706888,1.584167481,-2.387867379,0.625197312,1.632883856,-0.006181357,0.169106937,0.0480528,0.254943974,0.316605903,0.285774938,0.174388857,0
261.925649,-2.383569826,0.454627055,1.58442966,-2.387965434,0.627501058,1.633541944,-0.00629421,0.170508253,0.048454196,0.256257445,0.318095064,0.287176255,0.173501131,0
261.930953,-2.383582371,0.45554722,1.58469184,-2.38806399,0.629816591,1.634203399,-0.006407834,0.171890294,0.048850104,0.257555156,0.319561435,0.288558296,0.183105561,0
261.936258,-2.383595869,0.456518501,1.585085109,-2.388162564,0.632132561,1.634864979,-0.006521821,0.173232958,0.04911829,0.258877714,0.320924206,0.28990096,0.190853943,0
261.940544,-2.383607556,0.457336418,1.585347288,-2.388242204,0.634003672,1.635399481,-0.006645631,0.174729148,0.049517691,0.260298014,0.322496286,0.29139715,0.183902878,0
